register_and_add,store_data,retrieve_data,peer_trust_rating,calculate_EigenTrust,add_block,num_peers
0.007000497817993164,6.649637222290039e-05,5.376386642456055e-05,0.0007794437408447266,0.00018312549591064452,0.00038015031814575193,500
0.006980473518371582,6.189489364624023e-05,5.306744575500488e-05,0.0014041736125946045,0.00026293110847473147,0.0006518673896789551,1000
0.0069028952598571775,5.500125885009766e-05,6.04334831237793e-05,0.006958115339279175,0.0011820187091827392,0.003029455280303955,5000
0.006943079161643982,5.718190670013428e-05,5.169141292572022e-05,0.017719621777534486,0.0025512686491012573,0.0056708919286727905,10000
